id,year,area_title,industry_title,industry_emplvl,total_emplvl,industry_emp_pct,industry_emp_pct_us,region
West Virginia 62,1990,West Virginia,Health care and social assistance,77658,601050,0.12920389318692288,0.10168415696401845,South
West Virginia 71,1990,West Virginia,"Arts, entertainment, and recreation",5692,601050,0.009470094002162881,0.015898206127530793,South
West Virginia 72,1990,West Virginia,Accommodation and food services,42577,601050,0.07083770069045836,0.0732416793262012,South
West Virginia 81,1990,West Virginia,"Other services, except public administration",21626,601050,0.03598036768987605,0.032391858003697725,South
West Virginia 92,1990,West Virginia,Public administration,34233,601050,0.056955328175692536,0.05871915597979498,South
Wisconsin 11,1990,Wisconsin,"Agriculture, forestry, fishing and hunting",12791,2211341,0.005784272981869372,0.010081339957142024,Midwest
Wisconsin 21,1990,Wisconsin,"Mining, quarrying, and oil and gas extraction",2379,2211341,0.0010758177956271783,0.006107069487153181,Midwest
Wisconsin 22,1990,Wisconsin,Utilities,17443,2211341,0.007887973858396331,0.009209375380671842,Midwest
Wisconsin 23,1990,Wisconsin,Construction,89965,2211341,0.040683458589154724,0.049639363954906875,Midwest
Wisconsin 31-33,1990,Wisconsin,Manufacturing,522496,2211341,0.23628015760572432,0.1650793442794685,Midwest
Wisconsin 42,1990,Wisconsin,Wholesale trade,94234,2211341,0.04261396139265722,0.04771221009260455,Midwest
Wisconsin 44-45,1990,Wisconsin,Retail trade,278255,2211341,0.12583088723087033,0.1242573250465966,Midwest
Wisconsin 48-49,1990,Wisconsin,Transportation and warehousing,82271,2211341,0.037204121842809405,0.039290996768313484,Midwest
Wisconsin 51,1990,Wisconsin,Information,48449,2211341,0.021909330130450256,0.0267274287463636,Midwest
Wisconsin 52,1990,Wisconsin,Finance and insurance,97459,2211341,0.04407235247752382,0.04705542834509937,Midwest
Wisconsin 53,1990,Wisconsin,Real estate and rental and leasing,23698,2211341,0.01071657424160272,0.01649028834858472,Midwest
Wisconsin 54,1990,Wisconsin,Professional and technical services,65799,2211341,0.02975524805988764,0.0459936778766959,Midwest
Wisconsin 55,1990,Wisconsin,Management of companies and enterprises,23926,2211341,0.010819679099695615,0.009481056257873937,Midwest
Wisconsin 56,1990,Wisconsin,Administrative and waste services,69014,2211341,0.031209117001855434,0.042692472313767764,Midwest
Wisconsin 61,1990,Wisconsin,Educational services,155586,2211341,0.07035821250544352,0.07824756674351452,Midwest
Wisconsin 62,1990,Wisconsin,Health care and social assistance,230409,2211341,0.10419424231721837,0.10168415696401845,Midwest
Wisconsin 71,1990,Wisconsin,"Arts, entertainment, and recreation",34229,2211341,0.015478842928340767,0.015898206127530793,Midwest
Wisconsin 72,1990,Wisconsin,Accommodation and food services,167388,2211341,0.07569524555462048,0.0732416793262012,Midwest
Wisconsin 81,1990,Wisconsin,"Other services, except public administration",74572,2211341,0.03372252402501469,0.032391858003697725,Midwest
Wisconsin 92,1990,Wisconsin,Public administration,120978,2211341,0.05470798036123782,0.05871915597979498,Midwest
Wyoming 11,1990,Wyoming,"Agriculture, forestry, fishing and hunting",1810,186658,0.009696878783657813,0.010081339957142024,West
Wyoming 21,1990,Wyoming,"Mining, quarrying, and oil and gas extraction",15889,186658,0.08512359502405469,0.006107069487153181,West
Wyoming 22,1990,Wyoming,Utilities,2793,186658,0.014963194719754845,0.009209375380671842,West
Wyoming 23,1990,Wyoming,Construction,12506,186658,0.06699953926432299,0.049639363954906875,West
Wyoming 31-33,1990,Wyoming,Manufacturing,9116,186658,0.048837981763439016,0.1650793442794685,West
Wyoming 42,1990,Wyoming,Wholesale trade,5231,186658,0.028024515423930398,0.04771221009260455,West
Wyoming 44-45,1990,Wyoming,Retail trade,25242,186658,0.13523127859507764,0.1242573250465966,West
Wyoming 48-49,1990,Wyoming,Transportation and warehousing,7548,186658,0.040437591745331035,0.039290996768313484,West
Wyoming 51,1990,Wyoming,Information,4215,186658,0.022581405565258388,0.0267274287463636,West
Wyoming 52,1990,Wyoming,Finance and insurance,5707,186658,0.030574633822284605,0.04705542834509937,West
Wyoming 53,1990,Wyoming,Real estate and rental and leasing,2323,186658,0.012445220670959723,0.01649028834858472,West
Wyoming 54,1990,Wyoming,Professional and technical services,4423,186658,0.02369574301664006,0.0459936778766959,West
Wyoming 55,1990,Wyoming,Management of companies and enterprises,590,186658,0.003160861039976856,0.009481056257873937,West
Wyoming 56,1990,Wyoming,Administrative and waste services,3948,186658,0.02115098200987903,0.042692472313767764,West
Wyoming 61,1990,Wyoming,Educational services,20959,186658,0.11228557040148293,0.07824756674351452,West
Wyoming 62,1990,Wyoming,Health care and social assistance,16501,186658,0.08840231867908153,0.10168415696401845,West
Wyoming 71,1990,Wyoming,"Arts, entertainment, and recreation",3397,186658,0.01819905924203624,0.015898206127530793,West
Wyoming 72,1990,Wyoming,Accommodation and food services,21182,186658,0.11348026872676231,0.0732416793262012,West
Wyoming 81,1990,Wyoming,"Other services, except public administration",5718,186658,0.0306335651298096,0.032391858003697725,West
Wyoming 92,1990,Wyoming,Public administration,17560,186658,0.09407579637626033,0.05871915597979498,West
Alabama 11,2000,Alabama,"Agriculture, forestry, fishing and hunting",15147,1874106,0.008082253618525314,0.009274759452982022,South
Alabama 21,2000,Alabama,"Mining, quarrying, and oil and gas extraction",8045,1874106,0.00429271343243125,0.003947347601584472,South
Alabama 22,2000,Alabama,Utilities,22718,1874106,0.01212204645841804,0.006538095001764049,South
Alabama 23,2000,Alabama,Construction,105699,1874106,0.056399691372846575,0.05285883573089855,South
Alabama 31-33,2000,Alabama,Manufacturing,350526,1874106,0.1870363789454812,0.1340190495655639,South
Alabama 42,2000,Alabama,Wholesale trade,81159,1874106,0.04330544803762434,0.04431330648500759,South
Alabama 44-45,2000,Alabama,Retail trade,235148,1874106,0.12547209176001783,0.11843547899963808,South
Alabama 48-49,2000,Alabama,Transportation and warehousing,64094,1874106,0.03419977311848956,0.04157773033340329,South
Alabama 51,2000,Alabama,Information,36536,1874106,0.01949516195988914,0.028998576797405928,South
Alabama 52,2000,Alabama,Finance and insurance,68572,1874106,0.03658917905390623,0.043053657570462964,South
Alabama 53,2000,Alabama,Real estate and rental and leasing,26368,1874106,0.014069641738514257,0.01601289318586282,South
Alabama 54,2000,Alabama,Professional and technical services,82147,1874106,0.043832632732620246,0.05340616553376735,South
Alabama 55,2000,Alabama,Management of companies and enterprises,8682,1874106,0.004632608827889137,0.013768201907519078,South
Alabama 56,2000,Alabama,Administrative and waste services,95732,1874106,0.051081422288813974,0.06271614421467257,South
Alabama 61,2000,Alabama,Educational services,152384,1874106,0.08131023538689915,0.08146221311824005,South
Alabama 62,2000,Alabama,Health care and social assistance,203734,1874106,0.10870996624523906,0.10986242580748937,South
Alabama 71,2000,Alabama,"Arts, entertainment, and recreation",17156,1874106,0.00915423140420019,0.015991196659522224,South
Alabama 72,2000,Alabama,Accommodation and food services,135064,1874106,0.07206849559203161,0.07761142316323004,South
Alabama 81,2000,Alabama,"Other services, except public administration",51321,1874106,0.027384256813648748,0.032420028695604994,South
Alabama 92,2000,Alabama,Public administration,113874,1874106,0.060761771212514123,0.05373247017538064,South
Alaska 11,2000,Alaska,"Agriculture, forestry, fishing and hunting",1558,271317,0.005742360412358975,0.009274759452982022,West
Alaska 21,2000,Alaska,"Mining, quarrying, and oil and gas extraction",9943,271317,0.036647169178488634,0.003947347601584472,West
Alaska 22,2000,Alaska,Utilities,1632,271317,0.006015104103318259,0.006538095001764049,West
Alaska 23,2000,Alaska,Construction,14054,271317,0.0517991869289429,0.05285883573089855,West
Alaska 31-33,2000,Alaska,Manufacturing,11715,271317,0.04317827485929743,0.1340190495655639,West
Alaska 42,2000,Alaska,Wholesale trade,6120,271317,0.02255664038744347,0.04431330648500759,West
Alaska 44-45,2000,Alaska,Retail trade,34366,271317,0.1266636443717128,0.11843547899963808,West
Alaska 48-49,2000,Alaska,Transportation and warehousing,22530,271317,0.0830393967204414,0.04157773033340329,West
Alaska 51,2000,Alaska,Information,7418,271317,0.02734071215589145,0.028998576797405928,West
Alaska 52,2000,Alaska,Finance and insurance,8093,271317,0.029828576904506538,0.043053657570462964,West
Alaska 53,2000,Alaska,Real estate and rental and leasing,4605,271317,0.01697276617388516,0.01601289318586282,West
Alaska 54,2000,Alaska,Professional and technical services,10977,271317,0.040458209400811594,0.05340616553376735,West
Alaska 55,2000,Alaska,Management of companies and enterprises,2987,271317,0.011009262228315955,0.013768201907519078,West
Alaska 56,2000,Alaska,Administrative and waste services,11000,271317,0.040542981088542186,0.06271614421467257,West
Alaska 61,2000,Alaska,Educational services,25492,271317,0.09395651580991976,0.08146221311824005,West
Alaska 62,2000,Alaska,Health care and social assistance,25913,271317,0.09550820626794487,0.10986242580748937,West
Alaska 71,2000,Alaska,"Arts, entertainment, and recreation",5190,271317,0.019128915622684903,0.015991196659522224,West
Alaska 72,2000,Alaska,Accommodation and food services,24122,271317,0.08890707180161951,0.07761142316323004,West
Alaska 81,2000,Alaska,"Other services, except public administration",10120,271317,0.03729954260145881,0.032420028695604994,West
Alaska 92,2000,Alaska,Public administration,33482,271317,0.1234054629824154,0.05373247017538064,West
Arizona 11,2000,Arizona,"Agriculture, forestry, fishing and hunting",29249,2177254,0.013433894253954751,0.009274759452982022,West
Arizona 21,2000,Arizona,"Mining, quarrying, and oil and gas extraction",9700,2177254,0.004455153142444566,0.003947347601584472,West
Arizona 22,2000,Arizona,Utilities,19409,2177254,0.008914439932134697,0.006538095001764049,West
Arizona 23,2000,Arizona,Construction,170902,2177254,0.0784942868402125,0.05285883573089855,West
Arizona 31-33,2000,Arizona,Manufacturing,209491,2177254,0.09621798834678912,0.1340190495655639,West
Arizona 42,2000,Arizona,Wholesale trade,94742,2177254,0.0435144452599467,0.04431330648500759,West
Arizona 44-45,2000,Arizona,Retail trade,269275,2177254,0.12367642911667633,0.11843547899963808,West
Arizona 48-49,2000,Arizona,Transportation and warehousing,76954,2177254,0.03534452112615248,0.04157773033340329,West
Arizona 51,2000,Arizona,Information,55999,2177254,0.025720012456057033,0.028998576797405928,West
Arizona 52,2000,Arizona,Finance and insurance,105258,2177254,0.048344382419322686,0.043053657570462964,West
Arizona 53,2000,Arizona,Real estate and rental and leasing,44273,2177254,0.02033432938922147,0.01601289318586282,West
Arizona 54,2000,Arizona,Professional and technical services,102287,2177254,0.04697981953414714,0.05340616553376735,West
Arizona 55,2000,Arizona,Management of companies and enterprises,20342,2177254,0.00934296136325849,0.013768201907519078,West
Arizona 56,2000,Arizona,Administrative and waste services,206717,2177254,0.09494390640687765,0.06271614421467257,West
Arizona 61,2000,Arizona,Educational services,135271,2177254,0.06212917739501225,0.08146221311824005,West
Arizona 62,2000,Arizona,Health care and social assistance,198870,2177254,0.09133982530288152,0.10986242580748937,West
Arizona 71,2000,Arizona,"Arts, entertainment, and recreation",41465,2177254,0.019044631448604528,0.015991196659522224,West
Arizona 72,2000,Arizona,Accommodation and food services,200849,2177254,0.09224876840276788,0.07761142316323004,West
Arizona 81,2000,Arizona,"Other services, except public administration",66982,2177254,0.030764439978064113,0.032420028695604994,West
Arizona 92,2000,Arizona,Public administration,119219,2177254,0.054756587885474085,0.05373247017538064,West
Arkansas 11,2000,Arkansas,"Agriculture, forestry, fishing and hunting",15086,1121510,0.013451507342778932,0.009274759452982022,South
Arkansas 21,2000,Arkansas,"Mining, quarrying, and oil and gas extraction",3486,1121510,0.003108309332952894,0.003947347601584472,South
Arkansas 22,2000,Arkansas,Utilities,10061,1121510,0.008970940963522394,0.006538095001764049,South
Arkansas 23,2000,Arkansas,Construction,52995,1121510,0.047253256769890596,0.05285883573089855,South
Arkansas 31-33,2000,Arkansas,Manufacturing,241045,1121510,0.21492897967918254,0.1340190495655639,South
Arkansas 42,2000,Arkansas,Wholesale trade,45726,1121510,0.04077181656873322,0.04431330648500759,South
Arkansas 44-45,2000,Arkansas,Retail trade,132778,1121510,0.11839216770247256,0.11843547899963808,South
Arkansas 48-49,2000,Arkansas,Transportation and warehousing,60407,1121510,0.053862203636169094,0.04157773033340329,South
Arkansas 51,2000,Arkansas,Information,21534,1121510,0.019200898788240855,0.028998576797405928,South
Arkansas 52,2000,Arkansas,Finance and insurance,34635,1121510,0.030882470954338347,0.043053657570462964,South
Arkansas 53,2000,Arkansas,Real estate and rental and leasing,13107,1121510,0.011686922096102576,0.01601289318586282,South
Arkansas 54,2000,Arkansas,Professional and technical services,30021,1121510,0.026768374780429954,0.05340616553376735,South
Arkansas 55,2000,Arkansas,Management of companies and enterprises,21055,1121510,0.018773796042835106,0.013768201907519078,South
Arkansas 56,2000,Arkansas,Administrative and waste services,51612,1121510,0.046020097903719095,0.06271614421467257,South
Arkansas 61,2000,Arkansas,Educational services,88213,1121510,0.07865556258972278,0.08146221311824005,South
Arkansas 62,2000,Arkansas,Health care and social assistance,138388,1121510,0.12339435225722463,0.10986242580748937,South
Arkansas 71,2000,Arkansas,"Arts, entertainment, and recreation",11227,1121510,0.01001061069451008,0.015991196659522224,South
Arkansas 72,2000,Arkansas,Accommodation and food services,76602,1121510,0.06830255637488743,0.07761142316323004,South
Arkansas 81,2000,Arkansas,"Other services, except public administration",26749,1121510,0.023850879617658336,0.032420028695604994,South
Arkansas 92,2000,Arkansas,Public administration,46783,1121510,0.04171429590462858,0.05373247017538064,South
California 11,2000,California,"Agriculture, forestry, fishing and hunting",405653,14848206,0.027320000813566298,0.009274759452982022,West
California 21,2000,California,"Mining, quarrying, and oil and gas extraction",22964,14848206,0.0015465841462598243,0.003947347601584472,West
California 22,2000,California,Utilities,101645,14848206,0.006845608149563658,0.006538095001764049,West
California 23,2000,California,Construction,743250,14848206,0.05005655228651865,0.05285883573089855,West
California 31-33,2000,California,Manufacturing,1861089,14848206,0.12534100079161078,0.1340190495655639,West
California 42,2000,California,Wholesale trade,647146,14848206,0.043584120532810494,0.04431330648500759,West
California 44-45,2000,California,Retail trade,1567349,14848206,0.10555813948163165,0.11843547899963808,West
California 48-49,2000,California,Transportation and warehousing,591966,14848206,0.03986784666107138,0.04157773033340329,West
California 51,2000,California,Information,561507,14848206,0.03781648772922466,0.028998576797405928,West
California 52,2000,California,Finance and insurance,535035,14848206,0.03603364608492097,0.043053657570462964,West
California 53,2000,California,Real estate and rental and leasing,264412,14848206,0.01780767319634439,0.01601289318586282,West
California 54,2000,California,Professional and technical services,959261,14848206,0.06460450508297097,0.05340616553376735,West
California 55,2000,California,Management of companies and enterprises,331180,14848206,0.022304378050789435,0.013768201907519078,West
California 56,2000,California,Administrative and waste services,999716,14848206,0.06732907665747632,0.06271614421467257,West
California 61,2000,California,Educational services,1222682,14848206,0.0823454362096,0.08146221311824005,West
California 62,2000,California,Health care and social assistance,1300524,14848206,0.08758795507012766,0.10986242580748937,West
California 71,2000,California,"Arts, entertainment, and recreation",262457,14848206,0.017676007458409453,0.015991196659522224,West
California 72,2000,California,Accommodation and food services,1120364,14848206,0.07545450271904902,0.07761142316323004,West
California 81,2000,California,"Other services, except public administration",583271,14848206,0.039282254031227745,0.032420028695604994,West
California 92,2000,California,Public administration,766735,14848206,0.05163822484682661,0.05373247017538064,West
Colorado 11,2000,Colorado,"Agriculture, forestry, fishing and hunting",14823,2180866,0.006796841254804284,0.009274759452982022,West
Colorado 21,2000,Colorado,"Mining, quarrying, and oil and gas extraction",11988,2180866,0.005496898938311662,0.003947347601584472,West
Colorado 22,2000,Colorado,Utilities,13413,2180866,0.006150309097395255,0.006538095001764049,West
Colorado 23,2000,Colorado,Construction,166469,2180866,0.07633160405086786,0.05285883573089855,West
Colorado 31-33,2000,Colorado,Manufacturing,189258,2180866,0.08678112272831068,0.1340190495655639,West
Colorado 42,2000,Colorado,Wholesale trade,98973,2180866,0.045382430649109115,0.04431330648500759,West
Colorado 44-45,2000,Colorado,Retail trade,245900,2180866,0.11275337411835482,0.11843547899963808,West
Colorado 48-49,2000,Colorado,Transportation and warehousing,84085,2180866,0.03855578472038172,0.04157773033340329,West
Colorado 51,2000,Colorado,Information,108952,2180866,0.04995813589647415,0.028998576797405928,West
Colorado 52,2000,Colorado,Finance and insurance,101350,2180866,0.04647236464780505,0.043053657570462964,West
Colorado 53,2000,Colorado,Real estate and rental and leasing,45829,2180866,0.021014129249573334,0.01601289318586282,West
Colorado 54,2000,Colorado,Professional and technical services,152270,2180866,0.06982088766572545,0.05340616553376735,West
Colorado 55,2000,Colorado,Management of companies and enterprises,17845,2180866,0.008182529325506473,0.013768201907519078,West
Colorado 56,2000,Colorado,Administrative and waste services,145520,2180866,0.06672578691217158,0.06271614421467257,West
Colorado 61,2000,Colorado,Educational services,158773,2180866,0.07280273065837149,0.08146221311824005,West
Colorado 62,2000,Colorado,Health care and social assistance,189504,2180866,0.08689392195577353,0.10986242580748937,West
Colorado 71,2000,Colorado,"Arts, entertainment, and recreation",43496,2180866,0.019944370722456126,0.015991196659522224,West
Colorado 72,2000,Colorado,Accommodation and food services,204112,2180866,0.09359217851990906,0.07761142316323004,West
Colorado 81,2000,Colorado,"Other services, except public administration",65054,2180866,0.02982943472913971,0.032420028695604994,West
Colorado 92,2000,Colorado,Public administration,123252,2180866,0.05651516415955864,0.05373247017538064,West
Connecticut 11,2000,Connecticut,"Agriculture, forestry, fishing and hunting",5147,1672417,0.0030775817275236978,0.009274759452982022,Northeast
Connecticut 21,2000,Connecticut,"Mining, quarrying, and oil and gas extraction",749,1672417,4.4785481132994943e-4,0.003947347601584472,Northeast
Connecticut 22,2000,Connecticut,Utilities,11650,1672417,0.006965966024023913,0.006538095001764049,Northeast
Connecticut 23,2000,Connecticut,Construction,68372,1672417,0.04088214841155047,0.05285883573089855,Northeast
Connecticut 31-33,2000,Connecticut,Manufacturing,234790,1672417,0.14038962770648708,0.1340190495655639,Northeast
Connecticut 42,2000,Connecticut,Wholesale trade,67906,1672417,0.04060350977058951,0.04431330648500759,Northeast
Connecticut 44-45,2000,Connecticut,Retail trade,197139,1672417,0.11787670180343778,0.11843547899963808,Northeast
Connecticut 48-49,2000,Connecticut,Transportation and warehousing,53734,1672417,0.03212954663818892,0.04157773033340329,Northeast
Connecticut 51,2000,Connecticut,Information,49203,1672417,0.029420294101291725,0.028998576797405928,Northeast
Connecticut 52,2000,Connecticut,Finance and insurance,121062,1672417,0.0723874488240672,0.043053657570462964,Northeast
Connecticut 53,2000,Connecticut,Real estate and rental and leasing,22378,1672417,0.013380634136103615,0.01601289318586282,Northeast
Connecticut 54,2000,Connecticut,Professional and technical services,94988,1672417,0.056796839544204586,0.05340616553376735,Northeast
Connecticut 55,2000,Connecticut,Management of companies and enterprises,29593,1672417,0.01769474957501628,0.013768201907519078,Northeast
Connecticut 56,2000,Connecticut,Administrative and waste services,92490,1672417,0.05530319292377439,0.06271614421467257,Northeast
Connecticut 61,2000,Connecticut,Educational services,140405,1672417,0.08395334417193798,0.08146221311824005,Northeast
Connecticut 62,2000,Connecticut,Health care and social assistance,224144,1672417,0.13402399042822455,0.10986242580748937,Northeast
Connecticut 71,2000,Connecticut,"Arts, entertainment, and recreation",44614,1672417,0.026676361218523847,0.015991196659522224,Northeast
Connecticut 72,2000,Connecticut,Accommodation and food services,98447,1672417,0.05886510361949203,0.07761142316323004,Northeast
Connecticut 81,2000,Connecticut,"Other services, except public administration",54747,1672417,0.03273525681693023,0.032420028695604994,Northeast
Connecticut 92,2000,Connecticut,Public administration,60859,1672417,0.03638984774730226,0.05373247017538064,Northeast
Delaware 11,2000,Delaware,"Agriculture, forestry, fishing and hunting",1733,390227,0.00444100485102261,0.009274759452982022,South
Delaware 22,2000,Delaware,Utilities,2271,390227,0.005819689565304298,0.006538095001764049,South
Delaware 23,2000,Delaware,Construction,26161,390227,0.06704046619019187,0.05285883573089855,South
Delaware 31-33,2000,Delaware,Manufacturing,41652,390227,0.10673787308412795,0.1340190495655639,South
Delaware 42,2000,Delaware,Wholesale trade,13298,390227,0.03407760098609271,0.04431330648500759,South
Delaware 44-45,2000,Delaware,Retail trade,51580,390227,0.13217947502351196,0.11843547899963808,South
Delaware 48-49,2000,Delaware,Transportation and warehousing,11356,390227,0.029101010437514573,0.04157773033340329,South
Delaware 51,2000,Delaware,Information,8151,390227,0.02088784220466549,0.028998576797405928,South
Delaware 52,2000,Delaware,Finance and insurance,32734,390227,0.08388450824776349,0.043053657570462964,South
Delaware 53,2000,Delaware,Real estate and rental and leasing,6436,390227,0.016492964351518476,0.01601289318586282,South
Delaware 54,2000,Delaware,Professional and technical services,27262,390227,0.06986190089358245,0.05340616553376735,South
Delaware 55,2000,Delaware,Management of companies and enterprises,20277,390227,0.05196206310685832,0.013768201907519078,South
Delaware 56,2000,Delaware,Administrative and waste services,26604,390227,0.06817570286013012,0.06271614421467257,South
Delaware 61,2000,Delaware,Educational services,9963,390227,0.025531293324142102,0.08146221311824005,South
Delaware 62,2000,Delaware,Health care and social assistance,44722,390227,0.11460508883291008,0.10986242580748937,South
Delaware 71,2000,Delaware,"Arts, entertainment, and recreation",7505,390227,0.019232395503130228,0.015991196659522224,South
Delaware 72,2000,Delaware,Accommodation and food services,28554,390227,0.07317279429665298,0.07761142316323004,South
Delaware 81,2000,Delaware,"Other services, except public administration",12212,390227,0.03129460544759845,0.032420028695604994,South
Delaware 92,2000,Delaware,Public administration,17756,390227,0.04550172079328186,0.05373247017538064,South
District of Columbia 11,2000,District of Columbia,"Agriculture, forestry, fishing and hunting",3,612611,4.897071714350542e-6,0.009274759452982022,South
District of Columbia 21,2000,District of Columbia,"Mining, quarrying, and oil and gas extraction",57,612611,9.30443625726603e-5,0.003947347601584472,South
District of Columbia 22,2000,District of Columbia,Utilities,2630,612611,0.004293099536247309,0.006538095001764049,South
District of Columbia 23,2000,District of Columbia,Construction,11295,612611,0.01843747500452979,0.05285883573089855,South
District of Columbia 31-33,2000,District of Columbia,Manufacturing,8976,612611,0.014652038569336822,0.1340190495655639,South
District of Columbia 42,2000,District of Columbia,Wholesale trade,4436,612611,0.007241136708286335,0.04431330648500759,South
District of Columbia 44-45,2000,District of Columbia,Retail trade,17606,612611,0.028739281534285215,0.11843547899963808,South
District of Columbia 48-49,2000,District of Columbia,Transportation and warehousing,15887,612611,0.025933259441962356,0.04157773033340329,South
District of Columbia 51,2000,District of Columbia,Information,30053,612611,0.04905723207712562,0.028998576797405928,South
District of Columbia 52,2000,District of Columbia,Finance and insurance,20147,612611,0.032887101276340126,0.043053657570462964,South
District of Columbia 53,2000,District of Columbia,Real estate and rental and leasing,10986,612611,0.017933076617951686,0.01601289318586282,South
District of Columbia 54,2000,District of Columbia,Professional and technical services,92143,612611,0.15041029299180067,0.05340616553376735,South
District of Columbia 55,2000,District of Columbia,Management of companies and enterprises,2396,612611,0.003911127942527967,0.013768201907519078,South
District of Columbia 56,2000,District of Columbia,Administrative and waste services,42543,612611,0.06944537398120504,0.06271614421467257,South
District of Columbia 61,2000,District of Columbia,Educational services,31276,612611,0.05105360497934252,0.08146221311824005,South
District of Columbia 62,2000,District of Columbia,Health care and social assistance,50749,612611,0.08284049747719188,0.10986242580748937,South
District of Columbia 71,2000,District of Columbia,"Arts, entertainment, and recreation",12147,612611,0.019828243371405346,0.015991196659522224,South
District of Columbia 72,2000,District of Columbia,Accommodation and food services,45121,612611,0.07365359094107027,0.07761142316323004,South
District of Columbia 81,2000,District of Columbia,"Other services, except public administration",51238,612611,0.08363872016663103,0.032420028695604994,South
District of Columbia 92,2000,District of Columbia,Public administration,162922,612611,0.26594690594847303,0.05373247017538064,South
Florida 11,2000,Florida,"Agriculture, forestry, fishing and hunting",98912,7031374,0.014067236360916089,0.009274759452982022,South
Florida 21,2000,Florida,"Mining, quarrying, and oil and gas extraction",6205,7031374,8.824733259815222e-4,0.003947347601584472,South
Florida 22,2000,Florida,Utilities,33139,7031374,0.004713019105511952,0.006538095001764049,South
Florida 23,2000,Florida,Construction,401710,7031374,0.057131081350529786,0.05285883573089855,South
Florida 31-33,2000,Florida,Manufacturing,458197,7031374,0.06516464634081476,0.1340190495655639,South
Florida 42,2000,Florida,Wholesale trade,310087,7031374,0.04410048448567805,0.04431330648500759,South
Florida 44-45,2000,Florida,Retail trade,930581,7031374,0.1323469637655457,0.11843547899963808,South
Florida 48-49,2000,Florida,Transportation and warehousing,260690,7031374,0.03707525726835182,0.04157773033340329,South
Florida 51,2000,Florida,Information,188503,7031374,0.026808842766719562,0.028998576797405928,South
Florida 52,2000,Florida,Finance and insurance,308670,7031374,0.0438989591508004,0.043053657570462964,South
Florida 53,2000,Florida,Real estate and rental and leasing,141572,7031374,0.020134329364360364,0.01601289318586282,South
Florida 54,2000,Florida,Professional and technical services,360412,7031374,0.051257691597687734,0.05340616553376735,South
Florida 55,2000,Florida,Management of companies and enterprises,64185,7031374,0.009128372349415633,0.013768201907519078,South
Florida 56,2000,Florida,Administrative and waste services,795120,7031374,0.11308173907404158,0.06271614421467257,South
Florida 61,2000,Florida,Educational services,489201,7031374,0.0695740263567263,0.08146221311824005,South
Florida 62,2000,Florida,Health care and social assistance,754645,7031374,0.10732539614590264,0.10986242580748937,South
Florida 71,2000,Florida,"Arts, entertainment, and recreation",163385,7031374,0.023236567987992104,0.015991196659522224,South
Florida 72,2000,Florida,Accommodation and food services,614275,7031374,0.08736201487788874,0.07761142316323004,South
Florida 81,2000,Florida,"Other services, except public administration",229881,7031374,0.032693610096689495,0.032420028695604994,South
Florida 92,2000,Florida,Public administration,422004,7031374,0.06001728822844582,0.05373247017538064,South
Georgia 11,2000,Georgia,"Agriculture, forestry, fishing and hunting",27807,3869995,0.007185280601137728,0.009274759452982022,South
Georgia 21,2000,Georgia,"Mining, quarrying, and oil and gas extraction",8241,3869995,0.002129460115581545,0.003947347601584472,South
Georgia 22,2000,Georgia,Utilities,19696,3869995,0.0050894122602225585,0.006538095001764049,South
Georgia 23,2000,Georgia,Construction,205994,3869995,0.05322849254327202,0.05285883573089855,South
Georgia 31-33,2000,Georgia,Manufacturing,534624,3869995,0.13814591491720274,0.1340190495655639,South
Georgia 42,2000,Georgia,Wholesale trade,212285,3869995,0.05485407603885793,0.04431330648500759,South
Georgia 44-45,2000,Georgia,Retail trade,470087,3869995,0.1214696659814806,0.11843547899963808,South
Georgia 48-49,2000,Georgia,Transportation and warehousing,189667,3869995,0.04900962404344192,0.04157773033340329,South
Georgia 51,2000,Georgia,Information,146586,3869995,0.03787756831727173,0.028998576797405928,South
Georgia 52,2000,Georgia,Finance and insurance,148070,3869995,0.038261031345001736,0.043053657570462964,South
Georgia 53,2000,Georgia,Real estate and rental and leasing,59481,3869995,0.015369787299466794,0.01601289318586282,South
Georgia 54,2000,Georgia,Professional and technical services,201095,3869995,0.05196259943488299,0.05340616553376735,South
Georgia 55,2000,Georgia,Management of companies and enterprises,80192,3869995,0.020721473800353746,0.013768201907519078,South
Georgia 56,2000,Georgia,Administrative and waste services,262911,3869995,0.06793574668701122,0.06271614421467257,South
Georgia 61,2000,Georgia,Educational services,289538,3869995,0.07481611733348492,0.08146221311824005,South
Georgia 62,2000,Georgia,Health care and social assistance,361223,3869995,0.0933393970793244,0.10986242580748937,South
Georgia 71,2000,Georgia,"Arts, entertainment, and recreation",38157,3869995,0.00985970266111455,0.015991196659522224,South
Georgia 72,2000,Georgia,Accommodation and food services,298158,3869995,0.0770435103921323,0.07761142316323004,South
Georgia 81,2000,Georgia,"Other services, except public administration",101323,3869995,0.02618168757323976,0.032420028695604994,South
Georgia 92,2000,Georgia,Public administration,214860,3869995,0.05551945157551883,0.05373247017538064,South
Hawaii 11,2000,Hawaii,"Agriculture, forestry, fishing and hunting",8099,543921,0.014890029985972228,0.009274759452982022,West
Hawaii 21,2000,Hawaii,"Mining, quarrying, and oil and gas extraction",252,543921,4.633025751901471e-4,0.003947347601584472,West
Hawaii 22,2000,Hawaii,Utilities,2653,543921,0.004877546555474049,0.006538095001764049,West
